chr	start	end	exon	CCDS	ranks	len	strand
17	34999782	34999856	ENSE00003500295	CCDS11284.2,CCDS11285.2	16,16	75	1
17	35017523	35017606	ENSE00003583940	CCDS11286.1,CCDS11286.1,CCDS11286.1,CCDS11286.1	5,5,4,4	84	-1
17	35106386	35106481	ENSE00003639346	CCDS11287.1,CCDS11288.1,CCDS11287.1,CCDS45646.1	7,3,6,6	96	-1
17	35152893	35152982	ENSE00001106175	CCDS45648.1,CCDS11292.1	5,5	90	1
17	35627631	35627726	ENSE00003570401	CCDS32621.1,CCDS32622.1,CCDS32621.1	9,9,9	96	1
17	35641877	35641975	ENSE00003617746	CCDS32621.1,CCDS32621.1,CCDS32622.1	12,12,12	99	1
17	35670857	35670898	ENSE00003747065	CCDS32621.1,CCDS32621.1	15,15	42	1
17	3583338	3583430	ENSE00003531667	CCDS45576.1	10	93	-1
17	3583338	3583430	ENSE00003587451	CCDS45576.1,CCDS45576.1,CCDS45576.1	9,8,9	93	-1
17	35855664	35855750	ENSE00003555067	CCDS11299.1	14	87	-1
17	35858433	35858525	ENSE00003629593	CCDS11299.1	10	93	-1
17	35864246	35864302	ENSE00003640567	CCDS11299.1	6	57	-1
17	35864497	35864553	ENSE00003503557	CCDS11299.1	5	57	-1
17	35930632	35930727	ENSE00003754442	CCDS54110.1,CCDS54111.1	1,1	96	-1
17	36168630	36168695	ENSE00003731394	CCDS42300.1,CCDS42300.1	11,11	66	-1
17	36172845	36172925	ENSE00003719657	CCDS42300.1,CCDS42300.1	5,5	81	-1
17	36256571	36256636	ENSE00003721757	CCDS74039.1	11	66	-1
17	36260780	36260860	ENSE00003739393	CCDS74039.1	5	81	-1
17	36327537	36327617	ENSE00002607262	CCDS74040.1	5	81	1
17	36331761	36331826	ENSE00002601767	CCDS74040.1	11	66	1
17	36380482	36380547	ENSE00003744664	CCDS45653.1	11	66	-1
17	36384691	36384771	ENSE00003733469	CCDS45653.1	5	81	-1
17	36554820	36554900	ENSE00003751153	CCDS11314.1	3	81	1
17	36599671	36599763	ENSE00003747785	CCDS11315.2	5	93	1
17	36599972	36600037	ENSE00003725716	CCDS11315.2	6	66	1
17	3664195	3664272	ENSE00003462929	CCDS11032.1	3	78	-1
17	3690956	3691027	ENSE00003554991	CCDS56015.1,CCDS11034.1	3,3	72	-1
17	36990774	36990857	ENSE00003719458	CCDS32632.1	8	84	1
17	37193374	37193415	ENSE00003735484	CCDS42302.1,CCDS11318.1,CCDS42303.1,CCDS11317.1	36,34,35,36	42	-1
17	37200139	37200183	ENSE00003730108	CCDS11317.1,CCDS11318.1,CCDS42302.1,CCDS42303.1	35,33,35,34	45	-1
17	37200427	37200483	ENSE00003741681	CCDS42302.1,CCDS11318.1,CCDS42303.1,CCDS11317.1	34,32,33,34	57	-1
17	3720307	3720402	ENSE00003461922	CCDS32531.1	29	96	-1
17	37223512	37223601	ENSE00003732433	CCDS42303.1,CCDS42302.1,CCDS11318.1,CCDS11317.1	27,28,26,28	90	-1
17	3723288	3723383	ENSE00003481419	CCDS32531.1	28	96	-1
17	3723688	3723744	ENSE00003603969	CCDS32531.1	27	57	-1
17	3732368	3732466	ENSE00003467493	CCDS32531.1	22	99	-1
17	37426950	37427009	ENSE00003745057	CCDS11319.1,CCDS11319.1,CCDS45656.1,CCDS11319.1	4,4,4,4	60	1
17	37520179	37520214	ENSE00003714677	CCDS11321.1,CCDS54114.1,CCDS54113.1,CCDS59284.1	21,21,19,20	36	-1
17	37529783	37529851	ENSE00003739434	CCDS54114.1	19	69	-1
17	37539192	37539245	ENSE00003744561	CCDS11321.1,CCDS54113.1,CCDS59285.1,CCDS54114.1,CCDS11322.2,CCDS59284.1	17,15,16,16,16,16	54	-1
17	37928125	37928205	ENSE00003729342	CCDS74042.1	5	81	1
17	37932355	37932420	ENSE00003718862	CCDS74042.1	11	66	1
17	37981106	37981171	ENSE00003751397	CCDS74043.1,CCDS74043.1	10,11	66	-1
17	37985315	37985395	ENSE00003742820	CCDS74043.1,CCDS74043.1	5,4	81	-1
17	37987449	37987520	ENSE00003752475	CCDS74043.1	1	72	-1
17	38007686	38007766	ENSE00003713821	CCDS74044.1,CCDS74044.1	5,5	81	1
17	38011910	38011975	ENSE00003719170	CCDS74044.1,CCDS74044.1	11,11	66	1
17	38060644	38060709	ENSE00003743330	CCDS74045.1	11	66	-1
17	38064861	38064941	ENSE00003722585	CCDS74045.1	5	81	-1
17	38184610	38184675	ENSE00003712813	CCDS45658.1	11	66	-1
17	38188824	38188904	ENSE00003720887	CCDS45658.1	5	81	-1
17	38336076	38336144	ENSE00003729036	CCDS42308.1	5	69	-1
17	3843086	3843151	ENSE00003576029	CCDS45578.1	2	66	-1
17	38490462	38490551	ENSE00003723037	CCDS56027.1	19	90	1
17	38497785	38497826	ENSE00003741036	CCDS56027.1	21	42	1
17	38568211	38568231	ENSE00003722738	CCDS45660.1	3	21	-1
17	38712691	38712789	ENSE00003735348	CCDS11327.1	8	99	1
17	38730760	38730795	ENSE00003740030	CCDS45662.1	2	36	1
17	3873409	3873462	ENSE00002390564	CCDS11039.1,CCDS11038.1	12,11	54	-1
17	38736090	38736170	ENSE00003735304	CCDS32638.1,CCDS32638.1,CCDS32638.1	9,11,10	81	-1
17	38738353	38738448	ENSE00003716249	CCDS32638.1,CCDS32638.1,CCDS32638.1	10,9,8	96	-1
17	38778334	38778372	ENSE00003749292	CCDS11329.1	6	39	-1
17	3883884	3883937	ENSE00003671228	CCDS11038.1,CCDS11039.1	4,4	54	-1
17	3884380	3884427	ENSE00003562587	CCDS11038.1,CCDS11039.1	3,3	48	-1
17	38954856	38954933	ENSE00001476194	CCDS32639.1	5	78	-1
17	3898484	3898549	ENSE00003539815	CCDS11040.1	10	66	-1
17	3904858	3904929	ENSE00003539072	CCDS11040.1	3	72	-1
17	39161268	39161351	ENSE00002831274	CCDS45664.1	4	84	-1
17	39177984	39178079	ENSE00003572679	CCDS45665.1,CCDS11334.1,CCDS42311.1	12,12,12	96	-1
17	39184784	39184864	ENSE00003471711	CCDS45665.1,CCDS42311.1,CCDS11334.1	8,8,8	81	-1
17	39194884	39194970	ENSE00003619258	CCDS42311.1,CCDS45665.1,CCDS11334.1	2,2,2	87	-1
17	39265397	39265453	ENSE00001111409	CCDS32640.1,CCDS32640.1,CCDS54116.1	13,13,12	57	-1
17	39268827	39268871	ENSE00001111413	CCDS54116.1,CCDS32640.1,CCDS32640.1	11,12,12	45	-1
17	39281389	39281463	ENSE00000857743	CCDS32640.1,CCDS54116.1,CCDS32640.1	9,8,9	75	-1
17	39301001	39301075	ENSE00000718733	CCDS54116.1,CCDS32640.1,CCDS32640.1	4,4,4	75	-1
17	39657008	39657085	ENSE00003472523	CCDS54117.1,CCDS54118.1,CCDS11341.1	3,3,3	78	1
17	39657775	39657852	ENSE00003464897	CCDS11341.1,CCDS54118.1	4,4	78	1
17	39657973	39658026	ENSE00003476545	CCDS11341.1	5	54	1
17	39659461	39659553	ENSE00003668666	CCDS11341.1,CCDS54118.1,CCDS54117.1	9,8,9	93	1
17	39660211	39660273	ENSE00003527074	CCDS54117.1,CCDS11341.1,CCDS54118.1	10,10,9	63	1
17	39660431	39660526	ENSE00003616833	CCDS54117.1,CCDS54118.1,CCDS11341.1	11,10,11	96	1
17	39674617	39674679	ENSE00003658553	CCDS32641.1	4	63	-1
17	39723912	39724010	ENSE00003629275	CCDS45667.1,CCDS45667.1,CCDS32642.1,CCDS74052.1	19,23,19,19	99	1
17	39743393	39743470	ENSE00003660479	CCDS11345.1,CCDS11345.1,CCDS56028.1,CCDS11345.1	6,6,6,6	78	1
17	39744886	39744984	ENSE00000950643	CCDS11345.1,CCDS11345.1,CCDS11345.1,CCDS56028.1	9,9,9,9	99	1
17	39745243	39745323	ENSE00000950644	CCDS11345.1,CCDS11345.1,CCDS56028.1,CCDS11345.1	10,10,10,10	81	1
17	39997330	39997380	ENSE00003470448	CCDS11356.1	11	51	1
17	40032043	40032090	ENSE00003476148	CCDS42315.1,CCDS11359.1,CCDS42315.1	9,10,9	48	-1
17	40036116	40036154	ENSE00003759863	CCDS11359.1	4	39	-1
17	4008883	4008954	ENSE00000947266	CCDS11043.1	54	72	-1
17	40192213	40192263	ENSE00003602915	CCDS11363.1	11	51	1
17	40398558	40398641	ENSE00003664321	CCDS45672.1	27	84	-1
17	40404791	40404883	ENSE00000900581	CCDS45672.1	17	93	-1
17	40637492	40637572	ENSE00003501840	CCDS11370.1	5	81	-1
17	41727762	41727836	ENSE00002464180	CCDS11406.1	8	75	-1
17	41806796	41806879	ENSE00003603033	CCDS11408.1,CCDS11408.1	7,6	84	-1
17	41835859	41835957	ENSE00003559673	CCDS11410.2	2	99	-1
17	41910222	41910284	ENSE00003671814	CCDS11412.1,CCDS11413.1,CCDS11412.1,CCDS11413.1	4,4,4,4	63	-1
17	41994870	41994944	ENSE00003697262	CCDS45678.1,CCDS45678.1,CCDS45677.1	5,4,5	75	-1
17	42120030	42120119	ENSE00003634195	CCDS11417.1	4	90	-1
17	42164130	42164168	ENSE00001179483	CCDS11420.1,CCDS11420.1	12,12	39	-1
17	42216014	42216106	ENSE00003628994	CCDS11423.1	12	93	-1
17	42224779	42224868	ENSE00003549969	CCDS11423.1	4	90	-1
17	42291972	42292061	ENSE00003618923	CCDS74066.1,CCDS11424.1,CCDS11424.1	4,4,5	90	1
17	42305610	42305702	ENSE00003638145	CCDS11424.1,CCDS11424.1,CCDS74067.1	13,12,11	93	1
17	42324963	42325061	ENSE00003503687	CCDS32657.1,CCDS32656.1,CCDS59288.1,CCDS32656.1	16,16,16,16	99	-1
17	42326116	42326199	ENSE00000950720	CCDS32656.1,CCDS32656.1,CCDS32657.1,CCDS59288.1	15,15,15,15	84	-1
17	42329410	42329457	ENSE00000950719	CCDS32657.1,CCDS32656.1,CCDS59288.1,CCDS32656.1	14,14,14,14	48	-1
17	42339314	42339409	ENSE00000725380	CCDS32656.1,CCDS32656.1,CCDS32657.1,CCDS59288.1	5,5,5,5	96	-1
17	42345559	42345657	ENSE00003631188	CCDS32656.1,CCDS32656.1,CCDS32657.1,CCDS59288.1	4,4,4,4	99	-1
17	42508572	42508589	ENSE00002384160	CCDS45684.1	19	18	1
17	42573107	42573166	ENSE00003627421	CCDS11431.1,CCDS45688.1,CCDS59289.1	7,7,6	60	-1
17	42573311	42573364	ENSE00003626596	CCDS45688.1,CCDS59289.1,CCDS11431.1	6,5,6	54	-1
17	42577213	42577302	ENSE00003651599	CCDS11431.1,CCDS45688.1	3,3	90	-1
17	42612075	42612143	ENSE00002350666	CCDS11433.1	4	69	1
17	42613647	42613733	ENSE00003564318	CCDS11433.1	7	87	1
17	42660639	42660707	ENSE00003692168	CCDS32658.1	4	69	1
17	42665476	42665562	ENSE00003604960	CCDS32658.1	7	87	1
17	42705088	42705183	ENSE00003458583	CCDS32659.1,CCDS32659.1	16,17	96	-1
17	42834344	42834376	ENSE00003557560	CCDS59290.1,CCDS11442.1,CCDS45689.1	4,2,2	33	1
17	42834515	42834577	ENSE00003597908	CCDS11442.1,CCDS59290.1,CCDS45689.1	3,5,3	63	1
17	42838731	42838799	ENSE00003568921	CCDS59290.1,CCDS45689.1	9,7	69	1
17	42839294	42839380	ENSE00003613979	CCDS11442.1,CCDS59290.1,CCDS45689.1	10,12,10	87	1
17	42970289	42970342	ENSE00003578157	CCDS45692.1	5	54	-1
17	42970289	42970342	ENSE00003610516	CCDS45691.1,CCDS45691.1,CCDS11447.1	6,7,6	54	-1
17	42971607	42971696	ENSE00003639473	CCDS45692.1	4	90	-1
17	42971607	42971696	ENSE00003665683	CCDS45691.1,CCDS45691.1,CCDS11447.1	5,6,5	90	-1
17	42979170	42979268	ENSE00003594880	CCDS45692.1	3	99	-1
17	42979170	42979268	ENSE00003599412	CCDS45691.1,CCDS11447.1,CCDS45691.1	5,4,4	99	-1
17	43012179	43012277	ENSE00003512509	CCDS11450.1	2	99	1
17	43057052	43057135	ENSE00003458468	CCDS11456.2,CCDS11459.2,CCDS11454.2,CCDS11453.1,CCDS11455.2	20,18,19,19,19	84	-1
17	43177936	43177998	ENSE00002338781	CCDS45694.1,CCDS45694.1,CCDS45694.1	3,3,3	63	1
17	43189042	43189119	ENSE00001390001	CCDS45694.1,CCDS45694.1,CCDS45694.1	7,7,7	78	1
17	43823931	43824005	ENSE00003492800	CCDS42344.1	10	75	-1
17	43830027	43830107	ENSE00003682902	CCDS42344.1	6	81	-1
17	43831244	43831321	ENSE00003623424	CCDS42344.1	5	78	-1
17	43884084	43884155	ENSE00001862585	CCDS62209.1	4	72	-1
17	44145203	44145253	ENSE00001118649	CCDS11477.1,CCDS59293.1	2,2	51	1
17	44150961	44151044	ENSE00001260435	CCDS59293.1,CCDS11477.1	4,4	84	1
17	44195419	44195487	ENSE00003516271	CCDS45697.1,CCDS42345.1	8,8	69	-1
17	44198020	44198070	ENSE00002906934	CCDS45697.1	1	51	-1
17	44207699	44207770	ENSE00003596962	CCDS42346.1,CCDS11480.1,CCDS42346.1,CCDS42346.1,CCDS42346.1,CCDS11480.1,CCDS11480.1	17,18,18,18,18,19,19	72	-1
17	44207864	44207911	ENSE00003660509	CCDS11480.1,CCDS11480.1,CCDS42346.1,CCDS11480.1,CCDS42346.1,CCDS42346.1,CCDS42346.1	18,17,17,18,16,17,17	48	-1
17	44211290	44211331	ENSE00000854242	CCDS42346.1,CCDS42346.1,CCDS11480.1,CCDS42346.1,CCDS11480.1,CCDS42346.1,CCDS11480.1	9,10,10,10,11,10,11	42	-1
17	44215906	44215989	ENSE00003682889	CCDS11480.1,CCDS42346.1,CCDS11480.1,CCDS42346.1,CCDS42346.1,CCDS11480.1,CCDS42346.1	4,4,4,4,4,3,3	84	-1
17	44255207	44255296	ENSE00000390707	CCDS11481.1	15	90	-1
17	44377698	44377790	ENSE00003519044	CCDS32665.1	21	93	-1
17	44384085	44384138	ENSE00003677346	CCDS32665.1	10	54	-1
17	44435065	44435151	ENSE00003677877	CCDS32666.1	5	87	-1
17	44474829	44474903	ENSE00003599247	CCDS32666.1	2	75	-1
17	44730965	44731015	ENSE00003605826	CCDS11485.1,CCDS45706.2	5,5	51	1
17	44772857	44772931	ENSE00003529997	CCDS11486.1	9	75	1
17	44773014	44773085	ENSE00003491245	CCDS11486.1	10	72	1
17	44775394	44775465	ENSE00003536722	CCDS11486.1	16	72	1
17	44775584	44775676	ENSE00003536594	CCDS11486.1	17	93	1
17	44776127	44776207	ENSE00003668199	CCDS11486.1	18	81	1
17	44776745	44776795	ENSE00003610237	CCDS11486.1	19	51	1
17	4478572	4478637	ENSE00003534899	CCDS11045.1	9	66	1
17	4486228	4486326	ENSE00003564811	CCDS11045.1	10	99	1
17	44881687	44881722	ENSE00003505008	CCDS45707.1,CCDS11489.1,CCDS11489.1,CCDS59295.1	6,7,7,7	36	-1
17	44883093	44883128	ENSE00002925676	CCDS59295.1	6	36	-1
17	44883093	44883158	ENSE00003520040	CCDS45707.1,CCDS11489.1,CCDS11489.1	5,6,6	66	-1
17	44913728	44913823	ENSE00003688785	CCDS59296.1,CCDS45708.1,CCDS11491.1	3,3,3	96	-1
17	44932912	44932986	ENSE00003499773	CCDS58555.1,CCDS45709.2	8,8	75	-1
17	45137923	45137988	ENSE00001472238	CCDS45711.1,CCDS45711.1	10,8	66	1
17	45230604	45230687	ENSE00001337917	CCDS11497.1	2	84	1
17	45238564	45238638	ENSE00003511607	CCDS11497.1	10	75	1
17	45244176	45244244	ENSE00001306556	CCDS11497.1	19	69	1
17	45244819	45244899	ENSE00003605834	CCDS11497.1	20	81	1
17	45245878	45245973	ENSE00003645961	CCDS11497.1	24	96	1
17	4533788	4533853	ENSE00003487327	CCDS42237.1	9	66	1
17	4536076	4536174	ENSE00003603309	CCDS42237.1	10	99	1
17	45397949	45398047	ENSE00003628853	CCDS74082.1,CCDS11498.1	10,10	99	-1
17	45404269	45404334	ENSE00003459204	CCDS74082.1,CCDS11498.1	6,6	66	-1
17	45404445	45404528	ENSE00003661902	CCDS74082.1,CCDS11498.1	5,5	84	-1
17	45404601	45404681	ENSE00003623475	CCDS11498.1,CCDS74082.1	4,4	81	-1
17	4542464	4542532	ENSE00003476760	CCDS11046.1,CCDS42238.1	22,22	69	-1
17	4545259	4545345	ENSE00000671175	CCDS42238.1,CCDS11046.1	16,16	87	-1
17	4554019	4554093	ENSE00000671195	CCDS11046.1,CCDS42238.1	4,4	75	-1
17	4554195	4554278	ENSE00003615213	CCDS11046.1,CCDS42238.1	3,3	84	-1
17	4554861	4554956	ENSE00003604015	CCDS42238.1,CCDS11046.1	2,2	96	-1
17	45784545	45784577	ENSE00002697039	CCDS45713.1,CCDS45712.1	1,1	33	1
17	45834007	45834048	ENSE00003654627	CCDS45712.1,CCDS45714.1,CCDS42350.1	13,11,12	42	1
17	46010310	46010402	ENSE00002409189	CCDS11499.1,CCDS45715.1,CCDS11501.1,CCDS45715.1,CCDS11501.1,CCDS45716.1,CCDS11499.1,CCDS45716.1,CCDS11500.1	9,12,11,11,10,8,8,7,7	93	1
17	4633414	4633500	ENSE00001061264	CCDS11049.1,CCDS11049.1	10,9	87	-1
17	46704759	46704854	ENSE00003258850	CCDS42354.1	13	96	1
17	4676753	4676812	ENSE00003684886	CCDS58503.2,CCDS58503.2,CCDS62038.1	6,6,7	60	-1
17	4682502	4682573	ENSE00003547497	CCDS58503.2,CCDS62038.1,CCDS58503.2	5,6,5	72	-1
17	47123886	47123960	ENSE00003579445	CCDS11509.1,CCDS74090.1,CCDS45720.1	17,17,17	75	-1
17	4717217	4717276	ENSE00003522470	CCDS11050.1,CCDS58505.1,CCDS11051.1,CCDS58504.1,CCDS59276.1	6,5,5,6,6	60	1
17	4720216	4720299	ENSE00003519596	CCDS59276.1	12	84	1
17	47289681	47289776	ENSE00003588679	CCDS11511.1	7	96	1
17	47290185	47290274	ENSE00003484617	CCDS11511.1	8	90	1
17	4744369	4744467	ENSE00000949224	CCDS45584.1,CCDS11053.1,CCDS58506.1,CCDS58506.1	10,9,9,10	99	1
17	47613669	47613725	ENSE00003642178	CCDS45721.1	19	57	1
17	47619737	47619784	ENSE00003667245	CCDS45721.1	22	48	1
17	47661119	47661178	ENSE00003669808	CCDS11513.1,CCDS62228.1,CCDS62228.1	6,5,5	60	1
17	47663089	47663178	ENSE00000924982	CCDS11513.1,CCDS62228.1,CCDS62228.1	7,6,6	90	1
17	47673490	47673561	ENSE00003660407	CCDS62228.1,CCDS11513.1,CCDS62228.1	13,14,13	72	1
17	4780789	4780869	ENSE00003490946	CCDS11054.1	2	81	1
17	47816107	47816202	ENSE00000735452	CCDS11515.1,CCDS11515.1	12,12	96	-1
17	47816780	47816872	ENSE00003526797	CCDS11515.1,CCDS11515.1	9,9	93	-1
17	47819729	47819782	ENSE00003550163	CCDS11515.1,CCDS11515.1	4,4	54	-1
17	4785957	4786052	ENSE00001769018	CCDS45586.1	2	96	-1
17	47945559	47945612	ENSE00003679517	CCDS11522.1	4	54	1
17	48028472	48028510	ENSE00003503107	CCDS74092.1	8	39	-1
17	48036851	48036925	ENSE00003744551	CCDS74092.1	2	75	-1
17	48057032	48057121	ENSE00003491156	CCDS11524.1	4	90	1
17	4809298	4809363	ENSE00003555968	CCDS58507.1,CCDS11057.1	6,6	66	1
17	48112574	48112660	ENSE00003605195	CCDS11526.1,CCDS11526.1	3,4	87	1
17	4833584	4833640	ENSE00002644574	CCDS45590.1	1	57	1
17	4878317	4878382	ENSE00003594060	CCDS45590.1,CCDS45589.1,CCDS45588.1	2,2,2	66	1
17	4880984	4881040	ENSE00003652153	CCDS45590.1,CCDS45589.1,CCDS45588.1	3,3,3	57	1
17	48846034	48846096	ENSE00002021617	CCDS58558.1	3	63	1
17	48846443	48846514	ENSE00001738966	CCDS58559.1	3	72	1
17	48852926	48853012	ENSE00003520930	CCDS11538.1,CCDS58561.1,CCDS58558.1,CCDS58559.1,CCDS58560.1	9,8,10,10,8	87	1
17	48856092	48856187	ENSE00003509420	CCDS11538.1,CCDS58561.1,CCDS58558.1,CCDS58559.1,CCDS58560.1	10,9,11,11,9	96	1
17	48894372	48894449	ENSE00002495821	CCDS11539.1,CCDS11539.1	3,3	78	1
17	48931643	48931717	ENSE00003627046	CCDS11541.1	7	75	-1
17	4893286	4893309	ENSE00003588607	CCDS45589.1	20	24	1
17	48943925	48943975	ENSE00003506496	CCDS11541.1	2	51	-1
17	4902450	4902494	ENSE00003462086	CCDS11058.1	3	45	-1
17	49044991	49045065	ENSE00001157695	CCDS54138.1,CCDS11543.1	10,12	75	1
17	49406759	49406854	ENSE00003573533	CCDS11548.1,CCDS11548.1,CCDS11548.1	7,6,6	96	-1
17	49409135	49409158	ENSE00001736521	CCDS62244.1	5	24	-1
17	4941077	4941157	ENSE00003534329	CCDS11060.1,CCDS11060.1,CCDS11060.1,CCDS11060.1	2,4,3,4	81	1
17	4960022	4960111	ENSE00000676414	CCDS42240.1	5	90	-1
17	4969500	4969520	ENSE00001699395	CCDS54072.1,CCDS54071.1,CCDS11063.1	20,19,20	21	-1
17	4969630	4969701	ENSE00003576683	CCDS11063.1,CCDS54072.1,CCDS54071.1,CCDS54073.1	19,19,18,18	72	-1
17	49722499	49722594	ENSE00003668955	CCDS11553.1	3	96	-1
17	49809119	49809208	ENSE00001109542	CCDS11554.1,CCDS56037.1	6,4	90	1
17	49811476	49811574	ENSE00001137594	CCDS56035.1,CCDS56038.1,CCDS56037.1,CCDS11554.1,CCDS56036.1	6,4,5,7,5	99	1
17	4982089	4982160	ENSE00000675747	CCDS54072.1,CCDS54073.1,CCDS11063.1	6,5,6	72	-1
17	49821337	49821426	ENSE00003631380	CCDS56036.1,CCDS56038.1,CCDS56037.1,CCDS56035.1,CCDS11554.1	8,7,8,9,10	90	1
17	5002059	5002124	ENSE00000905278	CCDS11065.1	6	66	1
17	5003612	5003689	ENSE00000905275	CCDS11065.1	9	78	1
17	5003851	5003916	ENSE00000905274	CCDS11065.1	10	66	1
17	50077379	50077447	ENSE00000925071	CCDS11557.1,CCDS11558.1	16,16	69	1
17	50081310	50081408	ENSE00003459318	CCDS11557.1,CCDS11558.1	23,23	99	1
17	50108319	50108417	ENSE00003679731	CCDS56039.1,CCDS11559.1,CCDS56039.1	8,8,9	99	1
17	50114357	50114440	ENSE00001307429	CCDS11560.1	8	84	-1
17	50139263	50139316	ENSE00003748577	CCDS74102.1	7	54	-1
17	50187484	50187537	ENSE00003432012	CCDS11561.1	46	54	-1
17	50188096	50188149	ENSE00000736842	CCDS11561.1	44	54	-1
17	50188742	50188795	ENSE00000736838	CCDS11561.1	42	54	-1
17	50189679	50189732	ENSE00000736830	CCDS11561.1	38	54	-1
17	50189859	50189912	ENSE00000736827	CCDS11561.1	37	54	-1
17	50190327	50190380	ENSE00000736819	CCDS11561.1	35	54	-1
17	50190543	50190596	ENSE00000736814	CCDS11561.1	34	54	-1
17	50191788	50191886	ENSE00003581772	CCDS11561.1	31	99	-1
17	50191980	50192024	ENSE00003465830	CCDS11561.1	30	45	-1
17	50192475	50192528	ENSE00003626685	CCDS11561.1	29	54	-1
17	50192640	50192693	ENSE00003501696	CCDS11561.1	28	54	-1
17	50192797	50192850	ENSE00003685723	CCDS11561.1	27	54	-1
17	50192994	50193047	ENSE00003497522	CCDS11561.1	26	54	-1
17	50193943	50194041	ENSE00000736786	CCDS11561.1	25	99	-1
17	50194130	50194183	ENSE00003468021	CCDS11561.1	24	54	-1
17	50194349	50194447	ENSE00003471690	CCDS11561.1	23	99	-1
17	50194573	50194626	ENSE00003528010	CCDS11561.1	22	54	-1
17	50195047	50195100	ENSE00003614903	CCDS11561.1	20	54	-1
17	50195232	50195330	ENSE00003603314	CCDS11561.1	19	99	-1
17	50195434	50195478	ENSE00003639585	CCDS11561.1	18	45	-1
17	50195567	50195665	ENSE00003527609	CCDS11561.1	17	99	-1
17	50195923	50195976	ENSE00002214498	CCDS11561.1	16	54	-1
17	50196155	50196199	ENSE00000736751	CCDS11561.1	15	45	-1
17	50196314	50196367	ENSE00000736747	CCDS11561.1	14	54	-1
17	50196484	50196528	ENSE00000736743	CCDS11561.1	13	45	-1
17	50196617	50196670	ENSE00003458516	CCDS11561.1	12	54	-1
17	50197010	50197063	ENSE00003541153	CCDS11561.1	11	54	-1
17	50197180	50197233	ENSE00003520533	CCDS11561.1	10	54	-1
17	50197732	50197785	ENSE00003586134	CCDS11561.1	9	54	-1
17	50197949	50198002	ENSE00003621866	CCDS11561.1	8	54	-1
17	50198161	50198205	ENSE00003502401	CCDS11561.1	7	45	-1
17	50198433	50198504	ENSE00000736713	CCDS11561.1	6	72	-1
17	50199418	50199453	ENSE00002515122	CCDS11561.1	4	36	-1
17	50378595	50378681	ENSE00003690876	CCDS54141.1,CCDS54141.1,CCDS11565.1	4,3,4	87	1
17	50394929	50394988	ENSE00001018420	CCDS11566.1	2	60	-1
17	50461633	50461686	ENSE00003554934	CCDS74105.1,CCDS11567.1,CCDS74103.1	3,4,5	54	1
17	50461657	50461686	ENSE00002072483	CCDS74104.1	4	30	1
17	50463156	50463251	ENSE00003528730	CCDS74104.1,CCDS74103.1,CCDS74105.1,CCDS11567.1	7,8,6,7	96	1
17	50474199	50474267	ENSE00003630437	CCDS74105.1,CCDS74103.1,CCDS74104.1,CCDS11567.1	14,16,15,15	69	1
17	50538884	50538964	ENSE00000737149	CCDS11570.1	4	81	1
17	50550536	50550610	ENSE00003458621	CCDS58564.1,CCDS11571.1,CCDS58563.1	9,10,9	75	1
17	50555232	50555312	ENSE00003665752	CCDS11571.1,CCDS58563.1,CCDS58564.1	16,15,15	81	1
17	50573021	50573113	ENSE00002458652	CCDS58573.1,CCDS58568.1,CCDS58570.1,CCDS45730.1,CCDS58572.1,CCDS58576.1,CCDS45733.1,CCDS45731.1,CCDS54143.1,CCDS45735.1,CCDS58571.1,CCDS54145.1,CCDS45736.1,CCDS58565.1,CCDS54144.1,CCDS58575.1,CCDS58569.1,CCDS45734.1,CCDS58566.1,CCDS58574.1,CCDS54142.1,CCDS54146.1,CCDS45737.1,CCDS58567.1,CCDS45732.1	7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7	93	1
17	50594993	50595061	ENSE00002533683	CCDS58566.1,CCDS45730.1,CCDS54142.1,CCDS58569.1,CCDS45733.1,CCDS58568.1,CCDS58571.1,CCDS54143.1,CCDS58575.1,CCDS58573.1,CCDS58572.1,CCDS58567.1,CCDS58570.1,CCDS45732.1,CCDS58574.1,CCDS58565.1,CCDS45731.1	14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14	69	1
17	50602820	50602888	ENSE00002481598	CCDS58570.1,CCDS45732.1,CCDS45735.1,CCDS58575.1,CCDS45734.1,CCDS58567.1,CCDS58576.1,CCDS54144.1,CCDS54142.1,CCDS58569.1,CCDS54146.1,CCDS45731.1,CCDS45733.1,CCDS54143.1,CCDS58571.1,CCDS58565.1,CCDS58574.1,CCDS45737.1,CCDS58566.1,CCDS45736.1,CCDS58573.1,CCDS54145.1,CCDS58572.1,CCDS45730.1,CCDS58568.1	20,20,19,20,19,20,19,19,20,20,19,20,20,20,20,20,20,19,20,19,20,19,20,20,20	69	1
