chr	start	end	exon	CCDS	transcript_ids	ranks	len	strand
7	44273989	44274060	ENSE00001661989	"CCDS43573.1,CCDS5485.1,CCDS5483.1,CCDS5484.1,CCDS5484.1,CCDS5486.1,CCDS5485.1"	"ENST00000258682,ENST00000395747,ENST00000395749,ENST00000350811,ENST00000440254,ENST00000358707,ENST00000457475"	"14,14,15,15,15,14,14"	72	-1
7	44281299	44281382	ENSE00001704517	"CCDS5488.1,CCDS43573.1,CCDS5485.1,CCDS5483.1,CCDS5489.1,CCDS5484.1,CCDS5484.1,CCDS5486.1,CCDS5485.1,CCDS5487.1"	"ENST00000353625,ENST00000258682,ENST00000395747,ENST00000395749,ENST00000346990,ENST00000350811,ENST00000440254,ENST00000358707,ENST00000457475,ENST00000347193"	"11,11,11,11,11,11,11,11,11,11"	84	-1
7	44571354	44571443	ENSE00000347092	"CCDS43575.1,CCDS5491.1"	"ENST00000381160,ENST00000289547"	"10,10"	90	-1
7	44608502	44608591	ENSE00001615409	CCDS5492.1	ENST00000258772	11	90	-1
7	44737791	44737862	ENSE00001721265	CCDS34627.1	ENST00000222673	18	72	1
7	44799750	44799827	ENSE00001191840	"CCDS43576.1,CCDS43576.1"	"ENST00000309315,ENST00000441627"	"8,7"	78	1
7	44882876	44882953	ENSE00001190777	"CCDS5495.1,CCDS47581.1,CCDS5498.1,CCDS5496.1"	"ENST00000222690,ENST00000381124,ENST00000349299,ENST00000308153"	"2,2,2,2"	78	-1
7	45004014	45004118	ENSE00001390480	CCDS34629.1	ENST00000258787	19	105	-1
7	45014773	45014826	ENSE00001216071	CCDS34629.1	ENST00000258787	5	54	-1
7	45103517	45103600	ENSE00000924227	"CCDS5500.1,CCDS34630.1"	"ENST00000258781,ENST00000381112"	"3,3"	84	1
7	45121200	45121271	ENSE00000924238	CCDS47582.1	ENST00000490531	4	72	-1
7	45724578	45724667	ENSE00001087076	CCDS34631.1	ENST00000297323	12	90	1
7	45744117	45744215	ENSE00001087066	CCDS34631.1	ENST00000297323	17	99	1
7	47476861	47476911	ENSE00001805115	"CCDS5506.2,CCDS5506.2"	"ENST00000311160,ENST00000398879"	"7,7"	51	-1
7	47849071	47849175	ENSE00001040316	CCDS34633.1	ENST00000289672	51	105	-1
7	47853529	47853612	ENSE00001137121	CCDS34633.1	ENST00000289672	48	84	-1
7	47904814	47904870	ENSE00001137261	CCDS34633.1	ENST00000289672	26	57	-1
7	48015210	48015284	ENSE00001798774	"CCDS34635.1,CCDS34635.1"	"ENST00000436444,ENST00000258774"	"5,5"	75	-1
7	48016327	48016434	ENSE00000832708	"CCDS34635.1,CCDS34635.1"	"ENST00000436444,ENST00000258774"	"4,4"	108	-1
7	48028385	48028477	ENSE00001705826	"CCDS34636.1,CCDS34636.1"	"ENST00000395572,ENST00000297325"	"10,9"	93	-1
7	50534912	50535013	ENSE00001689095	"CCDS5511.1,CCDS5511.1"	"ENST00000357936,ENST00000444124"	"13,13"	102	-1
7	50537771	50537869	ENSE00001627673	"CCDS5511.1,CCDS5511.1"	"ENST00000357936,ENST00000444124"	"12,12"	99	-1
7	50674034	50674111	ENSE00001668857	"CCDS43583.1,CCDS43583.1,CCDS43582.1,CCDS43583.1,CCDS43582.1,CCDS43583.1,CCDS43583.1,CCDS47586.1,CCDS43583.1"	"ENST00000407526,ENST00000402578,ENST00000398812,ENST00000406641,ENST00000401949,ENST00000335866,ENST00000402497,ENST00000357271,ENST00000398810"	"11,11,11,12,14,12,11,10,11"	78	-1
7	50680438	50680536	ENSE00001654867	"CCDS47586.1,CCDS43583.1,CCDS43583.1,CCDS43583.1,CCDS43582.1,CCDS43583.1,CCDS43582.1,CCDS43583.1,CCDS43583.1"	"ENST00000357271,ENST00000398810,ENST00000407526,ENST00000402578,ENST00000398812,ENST00000406641,ENST00000401949,ENST00000335866,ENST00000402497"	"9,10,10,10,10,11,13,11,10"	99	-1
7	50685768	50685836	ENSE00001626202	"CCDS43583.1,CCDS43583.1,CCDS47586.1,CCDS43583.1,CCDS43583.1,CCDS43583.1,CCDS43582.1,CCDS43583.1,CCDS43582.1"	"ENST00000335866,ENST00000402497,ENST00000357271,ENST00000398810,ENST00000407526,ENST00000402578,ENST00000398812,ENST00000406641,ENST00000401949"	"8,7,7,7,7,7,7,8,10"	69	-1
7	54614640	54614690	ENSE00001210286	CCDS5512.2	ENST00000407838	3	51	1
7	55242415	55242513	ENSE00001756460	CCDS5514.1	ENST00000275493	19	99	1
7	55269428	55269475	ENSE00001773562	CCDS5514.1	ENST00000275493	26	48	1
7	56141867	56141911	ENSE00001688650	"CCDS5524.2,CCDS47589.1"	"ENST00000434526,ENST00000342190"	"4,4"	45	1
7	63709496	63709534	ENSE00001687002	CCDS47592.1	ENST00000255746	1	39	1
7	65547355	65547438	ENSE00001802017	"CCDS5531.1,CCDS47597.1,CCDS47598.1,CCDS5531.1"	"ENST00000304874,ENST00000395331,ENST00000380839,ENST00000395332"	"4,3,3,3"	84	1
7	65547867	65547923	ENSE00001167573	"CCDS5531.1,CCDS47597.1,CCDS47598.1,CCDS5531.1"	"ENST00000304874,ENST00000395331,ENST00000380839,ENST00000395332"	"5,4,4,4"	57	1
7	65554263	65554322	ENSE00002390078	"CCDS47598.1,CCDS5531.1,CCDS5531.1"	"ENST00000380839,ENST00000395332,ENST00000304874"	"11,12,13"	60	1
7	65554599	65554682	ENSE00002374643	"CCDS47598.1,CCDS5531.1,CCDS5531.1,CCDS47597.1"	"ENST00000380839,ENST00000395332,ENST00000304874,ENST00000395331"	"12,13,14,12"	84	1
7	65556993	65557073	ENSE00002408484	"CCDS47598.1,CCDS5531.1,CCDS5531.1,CCDS47597.1"	"ENST00000380839,ENST00000395332,ENST00000304874,ENST00000395331"	"13,14,15,13"	81	1
7	65595731	65595829	ENSE00002361012	CCDS5532.1	ENST00000395326	3	99	1
7	65817492	65817542	ENSE00001167465	CCDS5533.1	ENST00000304842	4	51	1
7	66474570	66474671	ENSE00001608669	CCDS5538.1	ENST00000359626	4	102	1
7	69583118	69583219	ENSE00001291553	"CCDS47601.1,CCDS5539.1,CCDS47602.1"	"ENST00000406775,ENST00000342771,ENST00000403018"	"3,3,3"	102	1
7	69599522	69599557	ENSE00001312403	"CCDS5539.1,CCDS47602.1,CCDS47601.1"	"ENST00000342771,ENST00000403018,ENST00000406775"	"4,4,4"	36	1
7	69900738	69900767	ENSE00001326469	"CCDS5539.1,CCDS47601.1"	"ENST00000342771,ENST00000406775"	"5,5"	30	1
7	70233010	70233054	ENSE00001295576	"CCDS47601.1,CCDS5539.1"	"ENST00000406775,ENST00000342771"	"10,10"	45	1
7	70236535	70236630	ENSE00001038354	"CCDS47601.1,CCDS5539.1"	"ENST00000406775,ENST00000342771"	"11,11"	96	1
7	70239014	70239085	ENSE00001299175	CCDS5539.1	ENST00000342771	12	72	1
7	70240343	70240372	ENSE00001609680	"CCDS5539.1,CCDS47601.1"	"ENST00000342771,ENST00000406775"	"13,12"	30	1
7	70242089	70242160	ENSE00001090861	"CCDS5539.1,CCDS47601.1"	"ENST00000342771,ENST00000406775"	"14,13"	72	1
7	71142196	71142291	ENSE00001291158	CCDS5540.1	ENST00000333538	9	96	1
7	72431881	72431976	ENSE00001679433	CCDS5545.1	ENST00000285805	3	96	-1
7	72470284	72470382	ENSE00002041375	CCDS34651.1	ENST00000423834	5	99	-1
7	72734146	72734241	ENSE00001783320	"CCDS34654.1,CCDS34654.1"	"ENST00000453152,ENST00000333149"	"3,3"	96	-1
7	73021304	73021348	ENSE00000977120	"CCDS5553.1,CCDS47605.1,CCDS47606.1,CCDS5554.1"	"ENST00000313375,ENST00000429400,ENST00000414749,ENST00000354613"	"5,5,5,5"	45	-1
7	73021661	73021750	ENSE00000977119	"CCDS5553.1,CCDS47605.1,CCDS47606.1,CCDS5554.1"	"ENST00000313375,ENST00000429400,ENST00000414749,ENST00000354613"	"4,4,4,4"	90	-1
7	73106926	73106976	ENSE00001625749	CCDS5557.1	ENST00000265758	7	51	1
7	73123375	73123452	ENSE00001017402	CCDS34655.1	ENST00000222812	2	78	-1
7	73522201	73522287	ENSE00001703609	"CCDS5563.1,CCDS5563.1"	"ENST00000336180,ENST00000419043"	"9,10"	87	1
7	73525978	73526037	ENSE00001704724	"CCDS5563.1,CCDS5563.1"	"ENST00000336180,ENST00000419043"	"11,12"	60	1
7	73526263	73526328	ENSE00001680990	"CCDS5563.1,CCDS5563.1"	"ENST00000336180,ENST00000419043"	"12,13"	66	1
7	73651692	73651772	ENSE00000693178	"CCDS5567.1,CCDS5568.1"	"ENST00000352131,ENST00000055077"	"8,9"	81	-1
7	73653253	73653318	ENSE00000693176	"CCDS5567.1,CCDS5568.1"	"ENST00000352131,ENST00000055077"	"7,8"	66	-1
7	73664069	73664110	ENSE00000693164	"CCDS5567.1,CCDS5568.1"	"ENST00000352131,ENST00000055077"	"3,3"	42	-1
7	73787262	73787366	ENSE00001039278	"CCDS5569.1,CCDS5569.1"	"ENST00000395060,ENST00000223398"	"8,9"	105	1
7	73815835	73815897	ENSE00001400047	"CCDS5569.1,CCDS5570.1,CCDS5569.1"	"ENST00000395060,ENST00000361545,ENST00000223398"	"15,15,16"	63	1
7	74191613	74191693	ENSE00001748465	CCDS34657.1	ENST00000289473	2	81	1
7	74300540	74300638	ENSE00001704332	"CCDS47615.1,CCDS47615.1,CCDS47615.1"	"ENST00000448772,ENST00000457631,ENST00000429726"	"5,5,6"	99	-1
7	74994524	74994622	ENSE00001703194	"CCDS43601.1,CCDS34663.1"	"ENST00000394930,ENST00000339898"	"4,5"	99	1
7	75032928	75033023	ENSE00001766818	"CCDS34665.1,CCDS34665.1"	"ENST00000437796,ENST00000323819"	"2,3"	96	1
7	75186014	75186115	ENSE00001201226	CCDS34669.1	ENST00000336926	17	102	-1
7	75216071	75216151	ENSE00001241987	CCDS34669.1	ENST00000336926	5	81	-1
7	75221374	75221430	ENSE00001351159	CCDS34669.1	ENST00000336926	4	57	-1
7	75692833	75692910	ENSE00001619723	CCDS5581.1	ENST00000315758	6	78	1
7	76133673	76133762	ENSE00001636784	"CCDS5587.1,CCDS43605.1,CCDS5587.1,CCDS43605.1,CCDS5587.1"	"ENST00000413936,ENST00000307569,ENST00000324432,ENST00000446820,ENST00000430490"	"9,10,11,7,10"	90	1
7	76903011	76903106	ENSE00001090692	CCDS34671.1	ENST00000285871	10	96	1
7	76941418	76941519	ENSE00001788025	CCDS34672.2	ENST00000257626	29	102	-1
7	76952964	76953059	ENSE00001762278	CCDS34672.2	ENST00000257626	24	96	-1
7	76978668	76978721	ENSE00001731905	CCDS34672.2	ENST00000257626	19	54	-1
7	77006165	77006224	ENSE00001247639	CCDS34672.2	ENST00000257626	10	60	-1
7	77006603	77006707	ENSE00001720986	CCDS34672.2	ENST00000257626	9	105	-1
7	77033876	77033932	ENSE00001743820	CCDS34672.2	ENST00000257626	3	57	-1
7	77212872	77212967	ENSE00001707630	CCDS5592.1	ENST00000248594	4	96	1
7	77214860	77214898	ENSE00001778168	"CCDS5592.1,CCDS47619.1"	"ENST00000248594,ENST00000415482"	"5,5"	39	1
7	77221502	77221573	ENSE00000698020	"CCDS47620.1,CCDS5592.1,CCDS47619.1"	"ENST00000435495,ENST00000248594,ENST00000415482"	"5,6,6"	72	1
7	77227159	77227218	ENSE00000698022	"CCDS47620.1,CCDS5592.1,CCDS47619.1"	"ENST00000435495,ENST00000248594,ENST00000415482"	"6,7,7"	60	1
7	77240082	77240159	ENSE00000698030	"CCDS47620.1,CCDS5592.1,CCDS47619.1"	"ENST00000435495,ENST00000248594,ENST00000415482"	"9,10,10"	78	1
7	77240265	77240363	ENSE00000698033	"CCDS47620.1,CCDS5592.1,CCDS47619.1"	"ENST00000435495,ENST00000248594,ENST00000415482"	"10,11,11"	99	1
7	77522925	77522981	ENSE00000918860	"CCDS47623.1,CCDS47621.1,CCDS47624.1,CCDS47621.1,CCDS47622.1"	"ENST00000450574,ENST00000416283,ENST00000415251,ENST00000422959,ENST00000307305"	"2,2,3,3,3"	57	1
7	77572017	77572103	ENSE00000877027	"CCDS47621.1,CCDS47622.1,CCDS47621.1"	"ENST00000422959,ENST00000307305,ENST00000416283"	"15,14,14"	87	1
7	77580934	77581029	ENSE00000698226	"CCDS47621.1,CCDS47622.1,CCDS47621.1"	"ENST00000422959,ENST00000307305,ENST00000416283"	"17,16,16"	96	1
7	80390932	80390973	ENSE00000698641	"CCDS5596.1,CCDS5596.1"	"ENST00000419255,ENST00000265361"	"14,14"	42	-1
7	80456741	80456803	ENSE00001129553	"CCDS5596.1,CCDS5596.1"	"ENST00000419255,ENST00000265361"	"4,4"	63	-1
7	81594910	81594981	ENSE00001599950	CCDS5598.1	ENST00000356860	32	72	-1
7	81596485	81596523	ENSE00001776796	CCDS5598.1	ENST00000356860	31	39	-1
7	81624184	81624255	ENSE00001013295	CCDS5598.1	ENST00000356860	20	72	-1
7	81626495	81626566	ENSE00001013282	CCDS5598.1	ENST00000356860	19	72	-1
7	81634739	81634813	ENSE00001013277	CCDS5598.1	ENST00000356860	18	75	-1
7	81635081	81635155	ENSE00001663770	CCDS5598.1	ENST00000356860	17	75	-1
7	81636995	81637072	ENSE00001654246	CCDS5598.1	ENST00000356860	16	78	-1
7	81641470	81641559	ENSE00001764178	CCDS5598.1	ENST00000356860	15	90	-1
7	81662113	81662217	ENSE00001685798	CCDS5598.1	ENST00000356860	12	105	-1
7	81765951	81765992	ENSE00001604258	CCDS5598.1	ENST00000356860	5	42	-1
7	81799866	81799925	ENSE00001748997	CCDS5598.1	ENST00000356860	4	60	-1
7	82455905	82455976	ENSE00001642963	"CCDS47630.1,CCDS47631.1"	"ENST00000333891,ENST00000423517"	"18,18"	72	-1
7	82470775	82470825	ENSE00001775480	"CCDS47630.1,CCDS47631.1"	"ENST00000333891,ENST00000423517"	"14,14"	51	-1
7	83023613	83023654	ENSE00001128996	CCDS34674.1	ENST00000307792	13	42	-1
7	83098559	83098618	ENSE00001129078	CCDS34674.1	ENST00000307792	3	60	-1
7	83614752	83614793	ENSE00001013359	"CCDS5599.1,CCDS5599.1"	"ENST00000265362,ENST00000436949"	"13,14"	42	-1
7	83758439	83758501	ENSE00000700499	"CCDS5599.1,CCDS5599.1"	"ENST00000436949,ENST00000265362"	"4,3"	63	-1
7	84647568	84647609	ENSE00001408524	CCDS34676.1	ENST00000284136	13	42	-1
7	84710833	84710895	ENSE00001013430	CCDS34676.1	ENST00000284136	3	63	-1
7	86570668	86570688	ENSE00001386553	CCDS34677.1	ENST00000297222	1	21	-1
7	86571334	86571420	ENSE00001519351	CCDS47632.1	ENST00000450689	5	87	-1
7	86827257	86827361	ENSE00000918873	"CCDS5602.1,CCDS5602.1"	"ENST00000433078,ENST00000257637"	"4,3"	105	-1
7	86828323	86828373	ENSE00000918874	"CCDS5602.1,CCDS5602.1"	"ENST00000433078,ENST00000257637"	"3,2"	51	-1
7	87006665	87006766	ENSE00000703824	"CCDS5604.1,CCDS47634.1"	"ENST00000331536,ENST00000419147"	"10,11"	102	1
7	87011226	87011309	ENSE00000703821	"CCDS5604.1,CCDS47634.1"	"ENST00000331536,ENST00000419147"	"11,12"	84	1
7	87011390	87011497	ENSE00000703819	"CCDS47634.1,CCDS5604.1"	"ENST00000419147,ENST00000331536"	"13,12"	108	1
7	87047853	87047936	ENSE00000918883	"CCDS5607.1,CCDS5607.1,CCDS5605.1,CCDS5605.1,CCDS5606.1"	"ENST00000453593,ENST00000358400,ENST00000359206,ENST00000545634,ENST00000265723"	"19,20,20,19,20"	84	-1
7	87049314	87049391	ENSE00000918884	"CCDS5606.1,CCDS5607.1,CCDS5607.1,CCDS5605.1,CCDS5605.1"	"ENST00000265723,ENST00000453593,ENST00000358400,ENST00000359206,ENST00000545634"	"19,18,19,19,18"	78	-1
7	87051437	87051541	ENSE00000918885	"CCDS5605.1,CCDS5606.1,CCDS5607.1,CCDS5607.1,CCDS5605.1"	"ENST00000545634,ENST00000265723,ENST00000453593,ENST00000358400,ENST00000359206"	"17,18,17,18,18"	105	-1
7	87165774	87165857	ENSE00001736823	CCDS5608.1	ENST00000265724	21	84	-1
7	87168584	87168661	ENSE00001694264	CCDS5608.1	ENST00000265724	20	78	-1
7	87170673	87170780	ENSE00001775698	CCDS5608.1	ENST00000265724	19	108	-1
7	87516159	87516209	ENSE00001713827	CCDS5611.1	ENST00000265728	4	51	1
7	87757917	87757991	ENSE00001768160	"CCDS47637.1,CCDS43609.1,CCDS43610.1,CCDS43608.1"	"ENST00000265727,ENST00000398204,ENST00000398201,ENST00000398209"	"9,9,9,9"	75	1
7	87759703	87759774	ENSE00001792629	"CCDS43610.1,CCDS43608.1,CCDS47637.1,CCDS43609.1"	"ENST00000398201,ENST00000398209,ENST00000265727,ENST00000398204"	"10,10,10,10"	72	1
7	87774440	87774511	ENSE00001624623	"CCDS43608.1,CCDS47637.1,CCDS43609.1,CCDS43610.1"	"ENST00000398209,ENST00000265727,ENST00000398204,ENST00000398201"	"16,16,16,16"	72	1
7	87774730	87774822	ENSE00001728426	"CCDS43608.1,CCDS47637.1,CCDS43609.1,CCDS43610.1"	"ENST00000398209,ENST00000265727,ENST00000398204,ENST00000398201"	"17,17,17,17"	93	1
7	87778292	87778372	ENSE00001651331	"CCDS47637.1,CCDS43609.1,CCDS43610.1,CCDS43608.1"	"ENST00000265727,ENST00000398204,ENST00000398201,ENST00000398209"	"18,18,18,18"	81	1
7	87780296	87780346	ENSE00001616533	"CCDS43609.1,CCDS43610.1,CCDS43608.1,CCDS47637.1"	"ENST00000398204,ENST00000398201,ENST00000398209,ENST00000265727"	"19,19,19,19"	51	1
7	87848174	87848257	ENSE00000454471	"CCDS5612.1,CCDS47638.1"	"ENST00000265729,ENST00000394641"	"2,2"	84	-1
7	89884737	89884796	ENSE00001336062	CCDS43613.1	ENST00000316089	2	60	1
7	89887412	89887477	ENSE00001336061	CCDS43613.1	ENST00000316089	3	66	1
7	89937082	89937168	ENSE00000877290	CCDS43613.1	ENST00000316089	20	87	1
7	89938577	89938681	ENSE00000703971	CCDS43613.1	ENST00000316089	21	105	1
7	90006821	90006928	ENSE00001806667	"CCDS43614.1,CCDS5617.1"	"ENST00000257659,ENST00000222511"	"5,7"	108	1
7	90007448	90007525	ENSE00001703827	"CCDS5617.1,CCDS43614.1"	"ENST00000222511,ENST00000257659"	"8,6"	78	1
7	90528606	90528668	ENSE00001729917	CCDS5619.1	ENST00000265741	6	63	1
7	91609603	91609647	ENSE00000704571	CCDS5622.1	ENST00000356239	3	45	1
7	91621472	91621525	ENSE00000877441	CCDS5622.1	ENST00000356239	4	54	1
7	91660826	91660918	ENSE00001760979	CCDS5622.1	ENST00000356239	16	93	1
7	91700219	91700323	ENSE00001640262	CCDS5622.1	ENST00000356239	28	105	1
7	91747834	91747929	ENSE00001170105	CCDS5623.1	ENST00000003100	8	96	-1
7	91761088	91761186	ENSE00001632943	CCDS5623.1	ENST00000003100	2	99	-1
7	91855034	91855141	ENSE00001289457	"CCDS5624.1,CCDS34679.1,CCDS5624.1,CCDS5624.1,CCDS5624.1"	"ENST00000412043,ENST00000394503,ENST00000340022,ENST00000394507,ENST00000394505"	"12,10,12,13,12"	108	-1
7	92017112	92017198	ENSE00001647757	CCDS47639.1	ENST00000265742	13	87	1
7	92080015	92080074	ENSE00001031497	CCDS5625.1	ENST00000287957	3	60	1
7	92148309	92148392	ENSE00000877389	CCDS5627.1	ENST00000248633	3	84	-1
7	92195328	92195375	ENSE00001701193	"CCDS47641.1,CCDS47641.1,CCDS47640.1"	"ENST00000427372,ENST00000438306,ENST00000445716"	"10,11,10"	48	-1
7	92199137	92199229	ENSE00001718705	"CCDS47640.1,CCDS47641.1,CCDS47641.1"	"ENST00000445716,ENST00000427372,ENST00000438306"	"9,9,10"	93	-1
7	92205085	92205135	ENSE00001802565	"CCDS47640.1,CCDS47641.1,CCDS47641.1"	"ENST00000445716,ENST00000427372,ENST00000438306"	"8,8,9"	51	-1
7	92206417	92206509	ENSE00001713845	"CCDS47641.1,CCDS47640.1,CCDS47641.1"	"ENST00000438306,ENST00000445716,ENST00000427372"	"8,7,7"	93	-1
7	92206969	92207031	ENSE00001654779	"CCDS47641.1,CCDS47641.1,CCDS47640.1"	"ENST00000427372,ENST00000438306,ENST00000445716"	"6,7,6"	63	-1
7	92207464	92207496	ENSE00001806486	"CCDS47641.1,CCDS47641.1,CCDS47640.1"	"ENST00000427372,ENST00000438306,ENST00000445716"	"5,6,5"	33	-1
7	92207633	92207707	ENSE00001690155	"CCDS47640.1,CCDS47641.1,CCDS47641.1"	"ENST00000445716,ENST00000427372,ENST00000438306"	"4,4,5"	75	-1
7	92869179	92869247	ENSE00001613849	"CCDS5630.1,CCDS43617.1"	"ENST00000251739,ENST00000305866"	"2,2"	69	1
7	92883173	92883244	ENSE00001600291	"CCDS43617.1,CCDS5630.1"	"ENST00000305866,ENST00000251739"	"4,4"	72	1
7	92885821	92885874	ENSE00001600828	"CCDS43617.1,CCDS5630.1"	"ENST00000305866,ENST00000251739"	"5,5"	54	1
7	92887669	92887704	ENSE00001683062	"CCDS43617.1,CCDS5630.1"	"ENST00000305866,ENST00000251739"	"8,8"	36	1
7	92901947	92902045	ENSE00001721646	"CCDS5630.1,CCDS43617.1"	"ENST00000251739,ENST00000305866"	"11,11"	99	1
7	92963429	92963509	ENSE00001798982	CCDS43617.1	ENST00000305866	22	81	1
7	93063565	93063606	ENSE00001701578	"CCDS5631.1,CCDS5631.1"	"ENST00000426151,ENST00000394441"	"13,12"	42	-1
7	93625577	93625633	ENSE00000705513	CCDS5635.1	ENST00000222547	3	57	-1
7	94027694	94027708	ENSE00001734735	CCDS34682.1	ENST00000297268	3	15	1
7	94028361	94028396	ENSE00001483044	CCDS34682.1	ENST00000297268	4	36	1
7	94029508	94029600	ENSE00001086713	CCDS34682.1	ENST00000297268	5	93	1
7	94030879	94030932	ENSE00001086712	CCDS34682.1	ENST00000297268	6	54	1
7	94033868	94033912	ENSE00001086675	CCDS34682.1	ENST00000297268	7	45	1
7	94034005	94034058	ENSE00001086705	CCDS34682.1	ENST00000297268	8	54	1
7	94034151	94034204	ENSE00001086625	CCDS34682.1	ENST00000297268	9	54	1
7	94034511	94034564	ENSE00001086700	CCDS34682.1	ENST00000297268	10	54	1
7	94034985	94035038	ENSE00001086630	CCDS34682.1	ENST00000297268	11	54	1
7	94035562	94035615	ENSE00001086678	CCDS34682.1	ENST00000297268	12	54	1
7	94037159	94037203	ENSE00001086704	CCDS34682.1	ENST00000297268	13	45	1
7	94037495	94037548	ENSE00001335487	CCDS34682.1	ENST00000297268	14	54	1
7	94037648	94037692	ENSE00001335486	CCDS34682.1	ENST00000297268	15	45	1
7	94038082	94038135	ENSE00001086687	CCDS34682.1	ENST00000297268	16	54	1
7	94038634	94038732	ENSE00001183096	CCDS34682.1	ENST00000297268	17	99	1
7	94038876	94038920	ENSE00001086684	CCDS34682.1	ENST00000297268	18	45	1
7	94039035	94039133	ENSE00001086716	CCDS34682.1	ENST00000297268	19	99	1
7	94039554	94039607	ENSE00001086659	CCDS34682.1	ENST00000297268	20	54	1
7	94039732	94039839	ENSE00001086677	CCDS34682.1	ENST00000297268	21	108	1
7	94040201	94040254	ENSE00001086642	CCDS34682.1	ENST00000297268	22	54	1
7	94040368	94040466	ENSE00001086711	CCDS34682.1	ENST00000297268	23	99	1
7	94041380	94041433	ENSE00001086701	CCDS34682.1	ENST00000297268	24	54	1
7	94041896	94041994	ENSE00001183078	CCDS34682.1	ENST00000297268	25	99	1
7	94042395	94042448	ENSE00001183076	CCDS34682.1	ENST00000297268	26	54	1
7	94043002	94043055	ENSE00001086665	CCDS34682.1	ENST00000297268	27	54	1
7	94043206	94043259	ENSE00001183069	CCDS34682.1	ENST00000297268	28	54	1
7	94043534	94043587	ENSE00001335500	CCDS34682.1	ENST00000297268	29	54	1
7	94044538	94044582	ENSE00001335484	CCDS34682.1	ENST00000297268	30	45	1
7	94045717	94045815	ENSE00001086629	CCDS34682.1	ENST00000297268	31	99	1
7	94047036	94047143	ENSE00001086691	CCDS34682.1	ENST00000297268	32	108	1
7	94047811	94047864	ENSE00001086682	CCDS34682.1	ENST00000297268	33	54	1
7	94048810	94048863	ENSE00001382329	CCDS34682.1	ENST00000297268	34	54	1
7	94049545	94049598	ENSE00001086690	CCDS34682.1	ENST00000297268	35	54	1
7	94049703	94049756	ENSE00001086703	CCDS34682.1	ENST00000297268	36	54	1
7	94049853	94049960	ENSE00001183037	CCDS34682.1	ENST00000297268	37	108	1
7	94050321	94050374	ENSE00001411309	CCDS34682.1	ENST00000297268	38	54	1
7	94051211	94051264	ENSE00001421660	CCDS34682.1	ENST00000297268	39	54	1
7	94053648	94053755	ENSE00001183027	CCDS34682.1	ENST00000297268	41	108	1
7	94054429	94054536	ENSE00001086715	CCDS34682.1	ENST00000297268	42	108	1
7	94054922	94054975	ENSE00001086667	CCDS34682.1	ENST00000297268	43	54	1
7	94055062	94055169	ENSE00001086689	CCDS34682.1	ENST00000297268	44	108	1
7	94055310	94055363	ENSE00001086632	CCDS34682.1	ENST00000297268	45	54	1
7	94055735	94055842	ENSE00001274315	CCDS34682.1	ENST00000297268	46	108	1
7	94056320	94056373	ENSE00001086635	CCDS34682.1	ENST00000297268	47	54	1
7	94056500	94056607	ENSE00001274395	CCDS34682.1	ENST00000297268	48	108	1
7	94156474	94156518	ENSE00001710217	CCDS5636.1	ENST00000297273	4	45	1
7	94157500	94157562	ENSE00001671113	CCDS5636.1	ENST00000297273	5	63	1
7	94162517	94162561	ENSE00001781442	CCDS5636.1	ENST00000297273	6	45	1
7	94168279	94168368	ENSE00001722588	CCDS5636.1	ENST00000297273	10	90	1
7	94178845	94178946	ENSE00001733622	CCDS5636.1	ENST00000297273	14	102	1
7	94181662	94181739	ENSE00001763380	CCDS5636.1	ENST00000297273	16	78	1
7	94183795	94183887	ENSE00001650777	CCDS5636.1	ENST00000297273	17	93	1
7	94876785	94876838	ENSE00001671576	"CCDS34683.1,CCDS34683.1"	"ENST00000433881,ENST00000340694"	"8,8"	54	1
7	94916422	94916445	ENSE00001039430	"CCDS34683.1,CCDS34683.1"	"ENST00000340694,ENST00000433881"	"14,14"	24	1
7	95217039	95217137	ENSE00000706262	CCDS5643.1	ENST00000005178	8	99	-1
7	95799357	95799437	ENSE00000706285	CCDS5645.1	ENST00000265631	13	81	-1
7	95926210	95926263	ENSE00001349453	CCDS5645.1	ENST00000265631	2	54	-1
7	97867821	97867922	ENSE00001482533	CCDS47648.1	ENST00000447648	9	102	-1
7	97949370	97949441	ENSE00000434370	CCDS34687.1	ENST00000005260	5	72	-1
7	98490047	98490151	ENSE00000877544	CCDS5659.1	ENST00000355540	5	105	1
7	98491421	98491504	ENSE00000707425	CCDS5659.1	ENST00000355540	6	84	1
7	98493387	98493443	ENSE00001040608	CCDS5659.1	ENST00000355540	7	57	1
7	98497045	98497122	ENSE00000707529	CCDS5659.1	ENST00000355540	9	78	1
7	98540572	98540640	ENSE00001040562	CCDS5659.1	ENST00000355540	31	69	1
7	99001021	99001128	ENSE00000708078	CCDS5662.1	ENST00000350498	3	108	-1
7	99026726	99026827	ENSE00002404278	CCDS34691.1	ENST00000292478	5	102	-1
7	99051664	99051759	ENSE00002384826	CCDS47652.1	ENST00000436336	7	96	1
7	99507188	99507283	ENSE00002395897	"CCDS5678.1,CCDS5679.1"	"ENST00000349062,ENST00000355947"	"2,3"	96	-1
7	99514325	99514402	ENSE00001168311	CCDS5679.1	ENST00000355947	2	78	-1
7	99688215	99688277	ENSE00002390433	CCDS5682.1	ENST00000303904	5	63	1
7	99688525	99688572	ENSE00002396948	CCDS5682.1	ENST00000303904	6	48	1
